product_url,product_title,brand,categories,condition,description,image_url,Style,Colorway,Retail Price,Release Date,Included Accessories,Featured,Source,Uploaded By,size,price,discount,discount_percent,UPC,search_keyword
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 8.5,383,3,0.7894999999999999,196605989748,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 9,390,-4,-1.0151999999999999,196605989755,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 9.5,399,-60,-13.098899999999999,196605989762,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 10,407,8,2.005,196605989779,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 10.5,435,-12,-2.8122000000000003,196605989786,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 11,474,-26,-5.2,196605989793,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 11.5,440,-20,-4.3478,196605989809,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 12,534,34,6.7977,196605989816,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 12.5,475,0,,196605989823,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 13,425,-9,-2.0736999999999997,196605989830,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 13.5,420,0,,196605989830,kobe
https://stockx.com/nike-kobe-4-protro-gigi,Nike Kobe 4 Protro Mambacita Gigi,Nike,Home / sneakers / Nike / Kobe / 4 / Nike Kobe 4 Protro Mambacita Gigi,New,"Nike is honoring Kobe and Gigi Bryant, with the release of the Kobe 4 Protro Mambacita Gigi. The limited edition sneakers come with a specially designed box, white snakeskin textured box that features gold Mambacita branding on top. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi is designed in a classic two-tone black and white colorway, with added checkerboard accents on the heel. Nike added some color with gold accents on the tongue, and heel of the sneaker, with the number 2, Gigi Bryant's jersey number. The sneakers come with three different lace options and feature specially branded checkerboarded Mambacita insoles. 
<br>
<br>
The Nike Kobe 4 Protro Mambacita Gigi released May 1, 2023, with a retail price of $180.",https://images.stockx.com/images/Nike-Kobe-4-Protro-Gigi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1683627203,FJ9363-100,White/White/Black/Metallic Gold/Bright Emerald,180,2023-05-01,"Special Box, Special Paper, Dotted Extra Laces, White Extra Laces with ""GIGI"" lace tip",false,merchandising-international-personal,MM,US M 14,455,-30,-6.1856,196605989854,kobe
